Plant Type,Plant Desc,CH3 ID,CH3 Desc,Material Group Desc,PH2R,PH4,Year,Month,Units,LBS,Revenue
Metals,Chicago IL,36333,Customer 36333,NI 307 Dia. Rings,1 Paint,Rings,2020,08,0,-2.387819732,-3.540401949
Metals,Chicago IL,36333,Customer 36333,NI 307 Dia. Rings,8 Component Sets,Rings,2020,08,0,1.193909866,1.770200974
Metals,Chicago IL,36333,Customer 36333,NI 307 Dia. Rings,8 Component Sets,Rings,2020,08,22.95980512,1.193909866,1.770200974
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,1 Paint,Rings,2020,08,0,-5.865237515,-11.25353837
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,8 Component Sets,Rings,2020,08,0,2.932618758,5.626769184
Metals,Chicago IL,36333,Customer 36333,NL 214 Dia. Rings,8 Component Sets,Rings,2020,08,77.17417783,2.932618758,5.626769184
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,-41.32764921,-46.54019488
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,08,0,20.6638246,23.27009744
Metals,Chicago IL,36333,Customer 36333,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,08,142.5091352,20.6638246,23.27009744
Metals,Chicago IL,36333,Customer 36333,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,-2.937880633,-5.813057247
Metals,Chicago IL,36333,Customer 36333,NG 404 Dia Plugs,8 Component Sets,Plugs,2020,08,0,1.468940317,2.906528624
Metals,Chicago IL,36333,Customer 36333,NG 404 Dia Plugs,8 Component Sets,Plugs,2020,08,21.92448234,1.468940317,2.906528624
Metals,Chicago IL,36333,Customer 36333,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,08,0,-0.945383678,-2.291108404
Metals,Chicago IL,36333,Customer 36333,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2020,08,0,0.472691839,1.145554202
Metals,Chicago IL,36333,Customer 36333,NJ 307 Dia. Plugs,8 Component Sets,Plugs,2020,08,9.646772229,0.472691839,1.145554202
Metals,Chicago IL,36333,Customer 36333,NM 214 Dia. Plugs,1 Paint,Plugs,2020,08,0,-3.591230207,-11.26548721
Metals,Chicago IL,36333,Customer 36333,NM 214 Dia. Plugs,8 Component Sets,Plugs,2020,08,0,1.795615104,5.632743605
Metals,Chicago IL,36333,Customer 36333,NM 214 Dia. Plugs,8 Component Sets,Plugs,2020,08,49.87819732,1.795615104,5.632743605
Metals,Fontana CA,25614,Customer 25614,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,4.43116E-15,0
Metals,Fontana CA,25614,Customer 25614,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,08,0,-2.21558E-15,0
Metals,Fontana CA,25614,Customer 25614,NC 610 Dia. Plugs,8 Component Sets,Plugs,2020,08,-1.77246E-14,-2.21558E-15,0
Metals,Chicago IL,19762,Customer 19762,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,4.297198538,3.046713764,6.574713764
Metals,Chicago IL,19762,Customer 19762,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,0.274056029,0.064403167,0.206291108
Metals,Chicago IL,19762,Customer 19762,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,08,1.169305725,2.854275274,3.285749086
Metals,Chicago IL,19762,Customer 19762,EW 7.5 Gal,4 Metal Pail,7.5 Gallon Pail,2020,08,3.069427527,10.60180268,18.50097442
Metals,Chicago IL,19762,Customer 19762,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,3.683313033,2.24682095,3.198367844
Metals,Chicago IL,19762,Customer 19762,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.907429963,3.517125457
Metals,Chicago IL,19762,Customer 19762,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.156540804,0.34088916
Metals,Chicago IL,19762,Customer 19762,QB Pail Covers Dish,4 Metal Pail,Cover,2020,08,0,2.92700609,3.94317905
Metals,Chicago IL,19762,Customer 19762,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,0.758236297,0.994390987
Metals,Chicago IL,20144,Customer 20144,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,08,4.214372716,1.10317905,2.410274056
Metals,Chicago IL,20144,Customer 20144,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,5.729598051,3.489325213,4.794415347
Metals,Chicago IL,20144,Customer 20144,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.465164434,1.460822168
Metals,Chicago IL,20842,Customer 20842,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.907429963,6.368514007
Metals,Chicago IL,21974,Customer 21974,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,51.56638246,31.4554933,35.39466504
Metals,Chicago IL,21974,Customer 21974,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,8.901339829,20.61487211
Metals,Chicago IL,22768,Customer 22768,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,6.957369062,4.243995128,4.755779537
Metals,Chicago IL,22768,Customer 22768,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,08,5.06455542,1.093943971,2.584190012
Metals,Chicago IL,22768,Customer 22768,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.271619976,2.484305725
Metals,Chicago IL,22768,Customer 22768,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.342752741,0.713233861
Metals,Chicago IL,23104,Customer 23104,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,1.432399513,1.012706456,2.381406821
Metals,Chicago IL,23104,Customer 23104,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,08,3.105968331,0.487637028,2.27136419
Metals,Chicago IL,23194,Customer 23194,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,3.274056029,2.289383678,6.071236297
Metals,Chicago IL,23194,Customer 23194,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,5.788063337,1.012911084,5.001699147
Metals,Chicago IL,23194,Customer 23194,EE 3.5 Gal O/H Taper,4 Metal Pail,3.5 Gallon Pail,2020,08,1.753958587,3.746455542,4.26545067
Metals,Chicago IL,23194,Customer 23194,FH 6 Gal O/H Tpr UN,4 Metal Pail,6 Gallon Pail,2020,08,3.252131547,15.41835566,21.18341048
Metals,Chicago IL,23194,Customer 23194,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.635809988,1.25320341
Metals,Chicago IL,23194,Customer 23194,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.195858709,0.417819732
Metals,Chicago IL,23194,Customer 23194,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.047269184,0.242113276
Metals,Chicago IL,23194,Customer 23194,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,9.98344458,15.15331912
Metals,Chicago IL,23540,Customer 23540,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,08,8.456151035,5.936218027,14.19221681
Metals,Chicago IL,23540,Customer 23540,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,3.683313033,1.217948843,3.143794153
Metals,Chicago IL,23540,Customer 23540,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.271619976,1.863666261
Metals,Chicago IL,23540,Customer 23540,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.317222899,0.802387333
Metals,Chicago IL,24046,Customer 24046,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,12.62850183,3.346552984,6.600158343
Metals,Chicago IL,24046,Customer 24046,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.856881851,1.520389769
Metals,Chicago IL,24733,Customer 24733,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,12.07308161,7.352506699,14.30177223
Metals,Chicago IL,24733,Customer 24733,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,08,4.341047503,0.937666261,2.076626066
Metals,Chicago IL,24733,Customer 24733,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.335200974,3.363788063
Metals,Chicago IL,24733,Customer 24733,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.293788063,0.821772229
Metals,Chicago IL,24778,Customer 24778,FK 1 Gal O/H Str UN,4 Metal Pail,1 Gallon Pail,2020,08,0.682095006,1.750937881,10.86679659
Metals,Chicago IL,25594,Customer 25594,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,114.0803898,79.97260414,98.49470767
Metals,Chicago IL,25594,Customer 25594,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,40.24360536,11.70195371,19.9356821
Metals,Chicago IL,25594,Customer 25594,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,08,14.75030451,1.784786845,8.118136419
Metals,Chicago IL,25594,Customer 25594,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,15.67205847,17.81492692
Metals,Chicago IL,25594,Customer 25594,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,1.150669915,1.48410475
Metals,Chicago IL,25594,Customer 25594,NM 214 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.837953715,2.98683922
Metals,Chicago IL,25594,Customer 25594,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.289890378,0.570742996
Metals,Chicago IL,25614,Customer 25614,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,1529.370889,1086.672331,1269.875932
Metals,Chicago IL,25614,Customer 25614,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,1124.843484,298.0858082,335.2168636
Metals,Chicago IL,25614,Customer 25614,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,22.45980512,4.190282582,8.039208283
Metals,Chicago IL,25614,Customer 25614,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,08,498.2448234,77.11639586,157.9522594
Metals,Chicago IL,25614,Customer 25614,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,08,2.869671133,5.644643118,11.91716809
Metals,Chicago IL,25614,Customer 25614,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,48.02923264,143.4748319,126.2521011
Metals,Chicago IL,25614,Customer 25614,FG 5.4 Gal O/H Tp UN,4 Metal Pail,5.45 Gallon Pail,2020,08,0.404384896,1.140769793,1.041735688
Metals,Chicago IL,25614,Customer 25614,FJ 20 Ltr O/H Tpr UN,4 Metal Pail,20L Pail,2020,08,0.707673569,2.257478685,1.955371498
Metals,Chicago IL,25614,Customer 25614,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,168.9147381,103.0379903,110.1999756
Metals,Chicago IL,25614,Customer 25614,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,08,461.2168088,99.62283069,150.1721924
Metals,Chicago IL,25614,Customer 25614,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,324.406363,343.3226188
Metals,Chicago IL,25614,Customer 25614,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,114.0609306,205.9472655
Metals,Chicago IL,25614,Customer 25614,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.747742387,0.986729598
Metals,Chicago IL,25614,Customer 25614,NM 214 Dia. Plugs,1 Paint,Plugs,2020,08,0,16.75613642,34.05521924
Metals,Chicago IL,25614,Customer 25614,ND Ears / Bails,1 Paint,Ears,2020,08,0,1.12556151,1.211632156
Metals,Chicago IL,25614,Customer 25614,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,08,0,1.428968331,1.719476248
Metals,Chicago IL,25614,Customer 25614,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,62.11394519,47.27575518
Metals,Chicago IL,25614,Customer 25614,QL Pail Cover 8 1/2,4 Metal Pail,Cover,2020,08,0,1.555361754,3.103836784
Metals,Chicago IL,25636,Customer 25636,FD 3.5 Gal O/H Tp UN,4 Metal Pail,3.5 Gallon Pail,2020,08,0,0,-14.85800853
Metals,Chicago IL,25636,Customer 25636,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,0,-6.055182704
Metals,Chicago IL,25639,Customer 25639,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,08,1.619975639,1.132124239,1.993562728
Metals,Chicago IL,25639,Customer 25639,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,2.046285018,1.411936663,2.997685749
Metals,Chicago IL,25639,Customer 25639,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,5.866017052,1.932784409,6.891601705
Metals,Chicago IL,25639,Customer 25639,EC 3 Gal O/H Tapered,4 Metal Pail,3 Gallon Pail,2020,08,1.286236297,2.591766139,3.978459196
Metals,Chicago IL,25639,Customer 25639,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,1.341047503,4.92693179,7.733264312
Metals,Chicago IL,25639,Customer 25639,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,08,1.213154689,4.96180268,6.208800244
Metals,Chicago IL,25639,Customer 25639,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,17.18879415,10.46797564,17.60493301
Metals,Chicago IL,25639,Customer 25639,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,2.829354446,5.613233861
Metals,Chicago IL,25639,Customer 25639,ND Ears / Bails,1 Paint,Ears,2020,08,0,3.724677223,7.521656516
Metals,Chicago IL,25639,Customer 25639,QB Pail Covers Dish,4 Metal Pail,Cover,2020,08,0,0.670099878,1.285383678
Metals,Chicago IL,25639,Customer 25639,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,1.769218027,2.277758831
Metals,Chicago IL,25639,Customer 25639,Armloks,7 M.Other,Other,2020,08,0,0,23.43498173
Metals,Chicago IL,25654,Customer 25654,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,21.19366626,15.68755177,20.97867844
Metals,Chicago IL,25654,Customer 25654,AG Qt Rd Cn 404x502,1 Paint,Liter Round,2020,08,86.99634592,24.70696224,28.07332521
Metals,Chicago IL,25654,Customer 25654,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,0.727771011,0.130271011,0.200755177
Metals,Chicago IL,25654,Customer 25654,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.907429963,5.318836784
Metals,Chicago IL,25654,Customer 25654,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,5.067844093,6.204707674
Metals,Chicago IL,26121,Customer 26121,GQ 7 Gal C/H Strait,4 Metal Pail,7 Gallon Pail,2020,08,0.875761267,5.249313033,7.905761267
Metals,Chicago IL,27689,Customer 27689,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,8.389768575,5.117758831,7.331315469
Metals,Chicago IL,27689,Customer 27689,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.271619976,2.423008526
Metals,Chicago IL,28058,Customer 28058,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,08,1.968331303,1.404219245,2.387411693
Metals,Chicago IL,28058,Customer 28058,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,38.67965895,29.63193666,50.41099878
Metals,Chicago IL,28058,Customer 28058,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,64.89646772,18.21784166,37.80683313
Metals,Chicago IL,28058,Customer 28058,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,50.98416565,10.95384044,25.58544458
Metals,Chicago IL,28058,Customer 28058,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,08,30.99756395,7.76274665,14.84816687
Metals,Chicago IL,28058,Customer 28058,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,08,0.213154689,0.386662607,2.068325213
Metals,Chicago IL,28058,Customer 28058,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,08,8.431181486,34.45157125,27.76471985
Metals,Chicago IL,28058,Customer 28058,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,4.863946407,10.65744214
Metals,Chicago IL,28058,Customer 28058,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,2.448233861,6.674165652
Metals,Chicago IL,28058,Customer 28058,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.961140073,2.947198538
Metals,Chicago IL,28058,Customer 28058,NM 214 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.516297199,5.664214373
Metals,Chicago IL,28058,Customer 28058,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.020706456,0.037935445
Metals,Chicago IL,28058,Customer 28058,QB Pail Covers Dish,4 Metal Pail,Cover,2020,08,0,0.599064555,0.563233861
Metals,Chicago IL,28058,Customer 28058,Body Cut Sheets,4 Metal Pail,Sheets-Body Cut,2020,08,0,0,0.390980512
Metals,Chicago IL,28058,Customer 28058,Armloks,7 M.Other,Other,2020,08,0,0,40.50551157
Metals,Chicago IL,28059,Customer 28059,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,08,30.52862363,21.63165895,38.96204629
Metals,Chicago IL,28059,Customer 28059,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,0.613885505,0.427264312,0.854031669
Metals,Chicago IL,28059,Customer 28059,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,2.455542022,0.805417783,1.85864799
Metals,Chicago IL,28059,Customer 28059,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,17.33008526,3.551644336,12.99745432
Metals,Chicago IL,28059,Customer 28059,FK 1 Gal O/H Str UN,4 Metal Pail,1 Gallon Pail,2020,08,1.060292326,2.310376979,15.25262485
Metals,Chicago IL,28059,Customer 28059,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,8.594397077,5.23398782,7.61137028
Metals,Chicago IL,28059,Customer 28059,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,3.814859927,9.245602923
Metals,Chicago IL,28059,Customer 28059,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.146894032,0.178684531
Metals,Chicago IL,28059,Customer 28059,NM 214 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.079805116,0.128775883
Metals,Chicago IL,28059,Customer 28059,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.207064555,0.481425091
Metals,Chicago IL,28059,Customer 28059,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,3.222504263,3.472295981
Metals,Chicago IL,28064,Customer 28064,FD 3.5 Gal O/H Tp UN,4 Metal Pail,3.5 Gallon Pail,2020,08,0.701583435,1.774304507,2.029330085
Metals,Chicago IL,28064,Customer 28064,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,5.788063337,18.03560536,19.04157125
Metals,Chicago IL,28064,Customer 28064,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,08,0.438489647,2.207356882,2.407131547
Metals,Chicago IL,28064,Customer 28064,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,08,60.77466504,13.12732765,22.05330085
Metals,Chicago IL,28064,Customer 28064,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,4.113032887,7.279451888
Metals,Chicago IL,28064,Customer 28064,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,7.961481121,7.197375152
Metals,Chicago IL,28065,Customer 28065,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,08,4.297198538,3.016633374,5.253538368
Metals,Chicago IL,28065,Customer 28065,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,35.48477467,25.82761389,52.21429963
Metals,Chicago IL,28065,Customer 28065,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,53.28136419,15.36261145,38.8075944
Metals,Chicago IL,28065,Customer 28065,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,43.33982948,7.86791961,-5.126473812
Metals,Chicago IL,28065,Customer 28065,AW 1/2 Pt Cn 214X300,1 Paint,1/2 Pint Round,2020,08,10.57856273,2.620633374,6.547095006
Metals,Chicago IL,28065,Customer 28065,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,08,1.050548112,6.248660171,5.797028015
Metals,Chicago IL,28065,Customer 28065,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,08,0.669914738,1.085261876,2.627003654
Metals,Chicago IL,28065,Customer 28065,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,7.606577345,23.16275274,22.05362972
Metals,Chicago IL,28065,Customer 28065,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,3.683313033,2.24682095,3.750030451
Metals,Chicago IL,28065,Customer 28065,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,5.72228989,10.97338002
Metals,Chicago IL,28065,Customer 28065,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,1.175152253,3.434774665
Metals,Chicago IL,28065,Customer 28065,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.310596833,0.623386114
Metals,Chicago IL,28065,Customer 28065,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,3.98074056,5.675718636
Metals,Chicago IL,28065,Customer 28065,QL Pail Cover 8 1/2,4 Metal Pail,Cover,2020,08,0,0.958514007,3.668105968
Metals,Chicago IL,28068,Customer 28068,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,08,3.985383678,2.972667479,5.545950061
Metals,Chicago IL,28068,Customer 28068,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,39.97198538,29.31480268,51.85559683
Metals,Chicago IL,28068,Customer 28068,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,47.53227771,13.60159805,35.96191839
Metals,Chicago IL,28068,Customer 28068,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,45.69914738,8.652749086,38.82758222
Metals,Chicago IL,28068,Customer 28068,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,08,0.65773447,1.605529842,1.394725944
Metals,Chicago IL,28068,Customer 28068,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,1.775883069,5.592255786,8.886163216
Metals,Chicago IL,28068,Customer 28068,FF 5 Gal O/H Str UN,4 Metal Pail,5 Gallon Pail,2020,08,0.540803898,2.215673569,3.93180877
Metals,Chicago IL,28068,Customer 28068,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,08,1.278928136,2.319975639,21.00076736
Metals,Chicago IL,28068,Customer 28068,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,11.2545676,6.865286236,9.450560292
Metals,Chicago IL,28068,Customer 28068,Hybrid Quart Can,3 Hybrid,Quart Hybrid,2020,08,0.723507917,0.15627771,0.314786845
Metals,Chicago IL,28068,Customer 28068,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,17.67551766,35.44976857
Metals,Chicago IL,28068,Customer 28068,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,7.05091352,17.20330694
Metals,Chicago IL,28068,Customer 28068,NJ 307 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.504204629,1.405292326
Metals,Chicago IL,28068,Customer 28068,NM 214 Dia. Plugs,1 Paint,Plugs,2020,08,0,0.359123021,3.191504263
Metals,Chicago IL,28068,Customer 28068,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.854738124,1.726680877
Metals,Chicago IL,28068,Customer 28068,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,4.549417783,7.669287454
Metals,Chicago IL,28122,Customer 28122,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,7.22046285,19.83461145,22.14138855
Metals,Chicago IL,28122,Customer 28122,GN 1 Gal C/H Strait,4 Metal Pail,1 Gallon Pail,2020,08,1.693057247,3.071205847,23.91595615
Metals,Chicago IL,28122,Customer 28122,GP 3 Gal C/H,4 Metal Pail,3 Gallon Pail,2020,08,3.916565164,17.02922533,39.92311815
Metals,Chicago IL,28122,Customer 28122,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,10.74168088,9.646638246
Metals,Chicago IL,28126,Customer 28126,GE 5 Gal C/H Strait,4 Metal Pail,5 Gallon Pail,2020,08,3.551766139,16.89219976,21.0360475
Metals,Chicago IL,28131,Customer 28131,AA Gal Rd Cn 610x708,1 Paint,Gallon Round,2020,08,32.44701583,24.75478563,45.20204629
Metals,Chicago IL,28131,Customer 28131,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,2.338611449,0.619732034,1.241522533
Metals,Chicago IL,28131,Customer 28131,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,1.637028015,0.998587089,1.451029233
Metals,Chicago IL,28131,Customer 28131,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,1.017295981,3.084933009
Metals,Chicago IL,28131,Customer 28131,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.195858709,0.660280146
Metals,Chicago IL,28131,Customer 28131,Armloks,7 M.Other,Other,2020,08,0,0,13.31534714
Metals,Chicago IL,28187,Customer 28187,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,29.87576127,21.18191474,15.83415347
Metals,Chicago IL,28187,Customer 28187,EC 3 Gal O/H Tapered,4 Metal Pail,3 Gallon Pail,2020,08,7.267965895,14.82165164,13.65281364
Metals,Chicago IL,28187,Customer 28187,EI 5 Gal O/H Tapered,4 Metal Pail,5 Gallon Pail,2020,08,19.14433618,47.13985079,36.27901949
Metals,Chicago IL,28187,Customer 28187,Hybrid Gallon Can,3 Hybrid,Gallon Hybrid,2020,08,25.78319123,15.72774665,19.0372838
Metals,Chicago IL,28187,Customer 28187,NC 610 Dia. Plugs,1 Paint,Plugs,2020,08,0,8.647015834,5.963459196
Metals,Chicago IL,28187,Customer 28187,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,0.636540804,0.855054811
Metals,Chicago IL,28187,Customer 28187,ND Ears / Bails,1 Paint,Ears,2020,08,0,0.538367844,1.139756395
Metals,Chicago IL,28187,Customer 28187,QA Pail Cover 11 1/4,4 Metal Pail,Cover,2020,08,0,21.0176419,17.1317905
Metals,Chicago IL,28188,Customer 28188,AF Qt Rd Cn 404x414,1 Paint,Quart Round,2020,08,43.41047503,11.50377588,14.5069123
Metals,Chicago IL,28188,Customer 28188,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,3.946406821,12.29700365,13.04761267
Metals,Chicago IL,28188,Customer 28188,NG 404 Dia Plugs,1 Paint,Plugs,2020,08,0,2.227892814,3.291297199
Metals,Chicago IL,28188,Customer 28188,QC UN Pail Cv 11 1/4,4 Metal Pail,Cover,2020,08,0,12.13178076,12.04926918
Metals,Chicago IL,28190,Customer 28190,AC Gal Rd Cn 610x710,1 Paint,Gallon Round,2020,08,18.10962241,12.66732278,19.67658343
Metals,Chicago IL,28190,Customer 28190,AI Pnt Rd Cn 307x315,1 Paint,Pint Round,2020,08,18.00730816,3.151278928,7.382996346
Metals,Chicago IL,28190,Customer 28190,FL 2 Gal O/H Tpr UN,4 Metal Pail,2 Gallon Pail,2020,08,5.493300853,9.798976857,22.14184531
Metals,Chicago IL,28190,Customer 28190,FE 5 Gal O/H Tpr UN,4 Metal Pail,5 Gallon Pail,2020,08,0.591961023,1.844550548,2.195408039
